,scenario,intent,status,answer_annotation,suggested_entities,question,review,remove
5797,alarm,remove,nan,cancel all [alarm_type : soccer practice] alarms,"date, time",How would you ask your PDA to remove an alarm you have set.,True,False
5810,alarm,query,nan,is there any alarm after [time : five am],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
5811,alarm,remove,nan,remove alarm if any,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
5812,alarm,remove,nan,i dont want any alarms,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
5816,alarm,query,nan,check if any alarm is there after [time : five am],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
5817,alarm,remove,nan,remove all alarms if any,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
5818,alarm,query,nan,check if default alarm is set,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
5840,alarm,set,nan,Set an alarm for the day,"date, order, time",Write what you would tell your PDA in the following scenario: You want to have information about a particular date.,True,False
5866,alarm,set,nan,call me at [time : six am],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,True,False
5867,alarm,set,nan,i wanna get up at [time : six am],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
5877,alarm,set,nan,can you set my alarm for [time : seven thirty am],"date, time",How would you ask your PDA to set an alarm?,False,False
5878,alarm,set,nan,please wake me up at [time : seven thirty am],"date, time",How would you ask your PDA to set an alarm?,False,False
5879,alarm,set,nan,set a [alarm_type : continuous alarm] without the option to snooze for [time : seven am] please,"date, time",How would you ask your PDA to set an alarm?,False,False
5926,alarm,query,nan,what alarms do i have set for [date : today],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
5966,alarm,query,nan,did you set the alarm for [time : five am],nan,How would you tell your PDA to confirm a setting,False,False
6042,alarm,set,nan,fix alarm,"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
6043,alarm,set,nan,update alarm,"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
6044,alarm,set,nan,alarm set,"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
6075,alarm,set,nan,set the alarm for [time : five am],"date, time",How would you ask your PDA to set an alarm?,False,False
6096,alarm,query,nan,what alarms do you have set,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
6097,alarm,query,nan,are there any alarms set,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
6098,alarm,query,nan,provide me the alarm times you have set,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
6138,alarm,set,nan,set alarm for [timeofday : morning] [time : six],"date, time",How would you ask your PDA to set an alarm?,False,False
6139,alarm,set,nan,set alarm for [date : tomorrow] [time : six am],"date, time",How would you ask your PDA to set an alarm?,False,False
6140,alarm,set,nan,set alarm [time : six am],"date, time",How would you ask your PDA to set an alarm?,False,False
6186,alarm,remove,nan,remove all alarms from [date : sunday],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,True,False
6187,alarm,remove,nan,remove number three alarm of list,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
6188,alarm,remove,nan,remove alarm of [time : six am] on [date : tuesday],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
6229,alarm,remove,nan,remove [time : seven am] alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
6230,alarm,remove,nan,delete my [time : eight pm] alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
6231,alarm,remove,nan,get rid of the [time : five pm] alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
6283,alarm,set,nan,set my alarm for [time : six am],"date, time",How would you ask your PDA to set an alarm?,False,False
6284,alarm,set,nan,i need you to get me up at [time : six am],"date, time",How would you ask your PDA to set an alarm?,False,False
6300,alarm,remove,nan,can you please remove the alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
6301,alarm,remove,IRR,ibset a ararl can you turn it off,"date, time",How would you ask your PDA to remove an alarm you have set.,False,True
6302,alarm,remove,nan,will you turn the alarm off for me,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
6320,alarm,query,nan,did i set my [alarm_type : house alarm],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,True,False
6321,alarm,query,nan,what alarms are set in the [house_place : house],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,True,False
6322,alarm,query,nan,tell me if my alarm is set for the [timeofday : morning],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
6323,alarm,set,nan,please set an alarm at [time : four am] [date : tomorrow],"date, time",How would you ask your PDA to set an alarm?,False,False
6324,alarm,set,nan,please make me wake up at [time : four am] [date : tomorrow],"date, time",How would you ask your PDA to set an alarm?,False,False
6325,alarm,set,nan,please arrange to wake me up at [time : three am] alarm,"date, time",How would you ask your PDA to set an alarm?,False,False
6332,alarm,set,nan,wake me up at time,"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,True,False
6333,alarm,set,nan,turn on my alarm,"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
6375,alarm,query,nan,please let me know the [timeofday : morning] alarm time for [date : weekdays],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
6376,alarm,query,nan,please let me know the [timeofday : morning] alarm time kept for [time : weekends],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,True,False
6377,alarm,query,nan,please let me know the alarm kept for [date : tuesday's] [event_name : meeting],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
6405,alarm,set,nan,set alarm at [time : two am],"date, time",How would you ask your PDA to set an alarm?,False,False
6406,alarm,set,nan,set alarm on [date : twenty fifth] [date : may] at [time : five pm],"date, time",How would you ask your PDA to set an alarm?,False,False
6407,alarm,set,nan,set alarm at [time : nine am] on [date : next sunday],"date, time",How would you ask your PDA to set an alarm?,False,False
6471,alarm,query,nan,report alarm settings,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
6472,alarm,query,nan,tell me when the next alarms are for,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
6482,alarm,query,nan,show me the alarms that you have set [date : today] [timeofday : morning],nan,How would you ask your PDA to tell you about the alarms it has set.,True,False
6483,alarm,query,nan,please show me the alarms that you have set [date : sunday] [timeofday : morning],nan,How would you ask your PDA to tell you about the alarms it has set.,True,False
6484,alarm,query,nan,show for me the alarms that you have set [date : tomorrow] [timeofday : morning],nan,How would you ask your PDA to tell you about the alarms it has set.,True,False
6491,alarm,set,nan,wake me at [time : seven am],nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
6492,alarm,set,nan,alarm [time : ten am],nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
6493,alarm,set,nan,alarm [time : five pm],nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
6508,alarm,set,nan,set an alarm at [time : six am] [date : tomorrow],"date, time",How would you ask your PDA to set an alarm?,False,False
6509,alarm,set,nan,ensure i have to get up at [time : six] in [timeofday : morning],"date, time",How would you ask your PDA to set an alarm?,False,False
6557,alarm,query,IRR,tap start and then select settings,nan,How would you ask your PDA to tell you about the alarms it has set.,False,True
6558,alarm,query,IRR,tap the system tab tap clock and then select the alarms tab tap and select the day you want the alarm to sound double tap the time displayed on the extreme left to set a time for the alarm,nan,How would you ask your PDA to tell you about the alarms it has set.,False,True
6559,alarm,query,IRR,then tap ok,nan,How would you ask your PDA to tell you about the alarms it has set.,False,True
6566,alarm,remove,nan,please remove the the alarm which i set,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
6567,alarm,remove,nan,disable the alarm which is set at [time : nine thirty pm],"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
6568,alarm,remove,nan,unset all alarms which are set,"date, time",How would you ask your PDA to remove an alarm you have set.,True,False
6648,alarm,query,nan,what is [date : tomorrow's] alarm time set to,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
6649,alarm,query,nan,show me what alarm times i've set for the [time : week],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
6650,alarm,query,nan,give me the alarm times for the [time : next two days],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
6724,alarm,set,nan,set an alarm for [time : five] o'clock this [timeofday : evening] labelled [event_name : taxi],"date, time",How would you ask your PDA to set an alarm?,False,False
6725,alarm,set,nan,wake me up at [time : six] o'clock [date : tomorrow] [timeofday : morning],"date, time",How would you ask your PDA to set an alarm?,False,False
6726,alarm,set,nan,set an alarm in an [time : hour's time],"date, time",How would you ask your PDA to set an alarm?,False,False
6819,alarm,query,nan,is there any alarm active,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
6820,alarm,query,nan,tell me about the alarm timings,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
6821,alarm,remove,nan,reset the alarm,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
6851,alarm,query,nan,list all set alarms,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
6852,alarm,query,nan,are there any alarms set what are they,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
6864,alarm,query,nan,check if alarm is set for [time : six am],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
6865,alarm,query,nan,confirm i have set an alarm for [time : six am],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
6866,alarm,query,nan,check if i have set any alarm for [timeofday : morning],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
6875,alarm,set,nan,please set alarm to my mobile phones,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,True
6876,alarm,set,nan,please set alarm for [date : today],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
6877,alarm,set,nan,please set alarm for [date : all days],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
6950,alarm,remove,nan,could you please remove the set of alarms between [time : eight and nine],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
6951,alarm,query,nan,do i have alarms set [time : before six] in the [timeofday : morning],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
6952,alarm,query,nan,did I set an alarm [event_name : to have tablets] in the [timeofday : noon],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
6960,alarm,query,nan,let me know about the alarms you set,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
6961,alarm,query,nan,at what time have you set alarm for me,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
6962,alarm,query,nan,tell me the time of the alarm you set,nan,How would you ask your PDA to tell you about the alarms it has set.,True,False
7008,alarm,query,nan,would like to know the alarm you sent,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
7009,alarm,query,nan,may i know the about alarm you set,nan,How would you ask your PDA to tell you about the alarms it has set.,False,True
7010,alarm,query,nan,please tell about the alarms,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
7035,alarm,set,nan,open clock,"date, time",How would you ask your PDA to set an alarm?,True,False
7036,alarm,set,nan,set an alarm for [time : six am],"date, time",How would you ask your PDA to set an alarm?,False,False
7037,alarm,set,nan,wake me up at [time : five thirty],"date, time",How would you ask your PDA to set an alarm?,False,False
7086,alarm,set,nan,alarm,"date, event_name, time",How would you ask your PDA to remind you about something at some point in the future?,True,False
7093,alarm,set,nan,create an alarm for [date : today] at [time : ten am],"date, time",How would you ask your PDA to set an alarm?,False,False
7094,alarm,set,nan,alert me at [time : ten am] please,"date, time",How would you ask your PDA to set an alarm?,False,False
7095,alarm,set,nan,open alarm and create an alert for [time : ten am],"date, time",How would you ask your PDA to set an alarm?,False,False
7117,alarm,query,nan,what home alarms have been set,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,True
7118,alarm,query,nan,are there any alarms currently set,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
7183,alarm,remove,nan,remove alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
7184,alarm,remove,nan,delete alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
7185,alarm,remove,nan,forget alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
7343,alarm,set,nan,i want an alarm for [time : six am] [date : everyday],nan,Write what you would tell your PDA in the following scenario: You want to your PDA about your day.,False,False
7577,alarm,query,nan,alarms,nan,Type top 3 topics you would be keen to have a small talk with your PDA?,True,False
7986,alarm,set,nan,set an alarm for the [event_name : meeting] [date : tomorrow] [time : thirty minutes] before the event starts,"date, event_name, time",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting on a given time.,True,False
7996,alarm,set,nan,set an alarm for the [event_name : dance classes] [time : two hours] before the classes start,"date, event_name, time",How would you ask your PDA to remind you about something at some point in the future?,True,False
8007,alarm,set,nan,set an alarm on [date : Wednesday] [timeofday : noon] so i can register for [event_name : early adopters program],"date, event_name, time",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting on a given time.,False,False
8008,alarm,set,nan,wake me up on [date : Friday] at [time : five] in the [timeofday : morning] i need to catch the [event_name : train],"date, event_name, time",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting on a given time.,False,False
8016,alarm,set,nan,set an alarm at [time : ten am] [date : tomorrow] and label it as [event_name : meeting],"event_name, person",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting.,False,False
8026,alarm,set,nan,set an alarm at [time : ten] [date : tomorrow] to remind me of a [event_name : meeting],"date, event_name, time",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting on a given time.,True,False
8131,alarm,set,nan,please set an alarm clock for my next [event_name : meeting] with [relation : the team] at [time : three pm] next [date : friday],"date, event_name, time",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting on a given time.,True,False
8233,alarm,set,nan,set a reminder alarm for my [event_name : meeting] with [relation : the agent] this [timeofday : evening],"date, event_name, time",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting.,True,False
8246,alarm,set,nan,please set a reminder alarm for [time : three pm] on [date : Saturday],"date, event_name, time",How would you ask your PDA to remind you about something at some point in the future?,False,False
8247,alarm,set,nan,set an alarm for [time : two hours from now] please,"date, event_name, time",How would you ask your PDA to remind you about something at some point in the future?,False,False
8290,alarm,set,nan,set a reminder alarm for my [time : five pm] [event_name : meeting] please,"date, event_name, time",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting on a given time.,False,False
8514,alarm,set,nan,set the alarm to [time : seven am] for [event_name : work],"date, event_name, time",How would you ask your PDA to remind you about something in some time?,False,False
8738,alarm,set,MOD,set alarm on [date : tenth november] for clock,"date, event_name, location, time",How would you ask your PDA to add an event in a specific location to your calendar?,False,False
8862,alarm,set,nan,repeat alarm,"event_name, event_requency, time",How would you ask your PDA to set a repeating event in your calendar?,True,False
8895,alarm,set,nan,set alarm for [date : saturday] [timeofday : morning] [event_name : soccer practice] at [time : eight am],"event_name, person",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting.,False,False
8902,alarm,remove,nan,remove [date : tomorrow's] alarm,event_name,Write what you would tell your PDA in the following scenario: you want to remove an event from your calendar.,False,False
9015,alarm,set,nan,please set an alarm for [date : tomorrow's] [event_name : meeting] at [time : seven am],"event_name, person",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting.,True,False
9047,alarm,set,nan,wake me up every weekday at [time : seven am],"event_name, event_requency, time",How would you ask your PDA to set a repeating event in your calendar?,False,False
9202,alarm,set,nan,set an alarm for this [time : eight hundred pm] [timeofday : this evening],"date, event_name, time",How would you ask your PDA to remind you about something at some point in the future?,False,False
9410,alarm,set,nan,set a [event_name : doctor's appointment] for [time : three hundred and thirty pm march seventh] with an alarm [time : thirty minutes] before,"date, event_name, time",Write what you would tell your PDA in the following scenario: you want to add an event to your calendar.,True,False
9512,alarm,set,nan,set the alarm for [time : seven am] [general_frequency : every day],"event_name, event_requency, time",Write what you would tell your PDA in the following scenario: you want to set a repeating reminder in your calendar.,False,False
9556,alarm,set,nan,will set alarm clock [time : one hour] before my [event_name : next dentist appointment],"event_name, person",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting.,False,False
9559,alarm,set,nan,will you set alarm clock one day before for all [event_name : gym class] on my calendar,"event_name, event_requency, time",Write what you would tell your PDA in the following scenario: you want to set a repeating reminder in your calendar.,False,False
9589,alarm,set,nan,make an alarm to help me remember,nan,Write what you would tell your PDA in the following scenario: you to know about any reminders you have set.,False,False
9658,alarm,set,nan,wake me up at [time : five am] [general_frequency : every morning],"event_name, event_requency, time",Write what you would tell your PDA in the following scenario: you want to set a repeating reminder in your calendar.,False,False
9659,alarm,set,nan,set a timer at [time : five am] [general_frequency : seven days a week],"event_name, event_requency, time",Write what you would tell your PDA in the following scenario: you want to set a repeating reminder in your calendar.,False,False
9660,alarm,set,nan,set a reminder i need to wake up at [time : five am] [general_frequency : every morning],"event_name, event_requency, time",Write what you would tell your PDA in the following scenario: you want to set a repeating reminder in your calendar.,False,False
9670,alarm,set,nan,please sound an alarm [time : three hours] before a scheduled event,"event_name, person",How would you ask your PDA to notify you about an event in your calendar?,False,False
9804,alarm,set,nan,create event with alarm for [event_name : meeting] in [time : two hours],"event_name, person",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting.,False,False
9961,alarm,set,nan,remind me two hours before [time : six pm] that i have to wake up at [time : four am] [date : friday] [timeofday : morning],"event_name, person",How would you ask your PDA to notify you about an event in your calendar?,False,False
10071,alarm,set,nan,set alarm for [date : tomorrow] at [time : two pm],"date, event_name, time",How would you ask your PDA to remind you about something at some point in the future?,False,False
10103,alarm,set,nan,set up each day an alarm at [time : ten] time for my [event_name : meal],"event_name, event_requency, time",How would you ask your PDA to set a repeating event in your calendar?,False,False
10239,alarm,set,nan,set alarm for [date : saturday],"date, event_name, time",How would you ask your PDA to remind you about something at some point in the future?,False,False
10258,alarm,set,nan,set a repeating reminder alarm for the [media_type : facebook] event i have to attend on [date : seventh april],"event_name, event_requency, time",Write what you would tell your PDA in the following scenario: you want to set a repeating reminder in your calendar.,True,False
10269,alarm,set,nan,set an alarm for [time : two pm],"event_name, person",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting.,False,False
10270,alarm,set,nan,set an alert for [time : two pm],"event_name, person",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting.,False,False
10362,alarm,set,nan,please set alarm for,"date, event_name, time",How would you ask your PDA to remind you about something at some point in the future?,False,True
10449,alarm,set,nan,set alarm for reminder,nan,How would you ask your PDA about any reminders you have pending?,False,False
10469,alarm,set,nan,schedule an alarm for [date : next week's] [event_name : dentist appointment],"date, event_name, time",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting.,True,False
10470,alarm,set,nan,make an alarm for the [event_name : meeting] with [person : bob] at [time : seven] [date : today],"date, event_name, time",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting.,False,False
10472,alarm,set,nan,set an alarm for next [date : tuesday's] [event_name : meeting],"event_name, person",How would you ask your PDA to notify you about an event in your calendar?,True,False
10473,alarm,set,nan,make an alarm for [date : friday's] [event_name : meeting] at [time : ten am],"event_name, person",How would you ask your PDA to notify you about an event in your calendar?,True,False
10543,alarm,set,nan,put alarm for this [event_name : meeting],"date, event_name, time",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting.,False,False
10544,alarm,set,nan,wake me for this alarm,"date, event_name, time",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting.,False,True
10561,alarm,set,nan,add alarm,"date, event_name, location, time",How would you ask your PDA to add an event in a specific location to your calendar?,False,False
10602,alarm,set,nan,turn on alarm [time : thirty minutes] before [event_name : liverpool started to play],"date, event_name, time",How would you ask your PDA to remind you about something at some point in the future?,False,False
10720,alarm,set,nan,make an alarm for [time : five pm] on [date : tuesday],"date, event_name, time",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting on a given time.,False,False
10721,alarm,set,nan,alarm [time : five pm] [date : tuesday],"date, event_name, time",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting on a given time.,False,False
10722,alarm,set,nan,set my calendar for an alarm at [time : five pm] [date : tuesday],"date, event_name, time",Write what you would tell your PDA in the following scenario: you want to be reminded about an upcoming meeting on a given time.,False,False
10727,alarm,set,nan,set an alarm for [time : four pm] [date : tuesday],"event_name, event_requency, time",Write what you would tell your PDA in the following scenario: you want to set a repeating reminder in your calendar.,False,False
10818,alarm,set,nan,set alarm for this event reminder [event_name : repeating for ten times],"event_name, event_requency, time",Write what you would tell your PDA in the following scenario: you want to set a repeating reminder in your calendar.,False,False
17347,alarm,query,nan,when was the last alarm set,"location, person",How would you ask your PDA a general knowledge question?,False,False
